psp_name;grid_easting;grid_northing;typetable;pvoltage;firm_cap;mindemand;maxdemand;rpf;gentot;demtot;genhr;demhr;fl_break_d;fl_break_r;fl_make_d;fl_make_r;fl;worst_tap;gen_voltage_constraint;upgenconst;dem_voltage_constraint;gsp_hm_constraint_manual;odp_primary_name;updemconst;upstreamname;gsp_name;genconstraint;demconstraint;worst_case_constraint_gen_colour;worst_case_constraint_dem_colour;substation_location;fault_level_
Airedale Road;407402.0;441554.0;Primary;11.0;23.0;2.35999989509583;10.6499996185303;1.0;0.29;0.365;0.0;11.9850003814697;8.048748;25.0;19.0916;62.5;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Airedale Road;No;Bingley 132/33kV;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.870143254852806, -1.8889153225395492;92.1568632125854
Alfred Gelder Street;510116.0;428910.0;Primary;11.0;24.0;2.99000000953674;13.0600004196167;0.0;0.178;2.8;0.0;8.1399995803833;10.36415;13.1216;27.27888;32.80399;0.855191946029663;12.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Alfred Gelder Street;No;Hull South;Creyke Beck;Green;Green;Green;Green;53.744944627165886, -0.3317579777074842;85.5191946029663
Allerton Hill T2;430431.0;437255.0;Primary;11.0;23.0;0.550000011920929;7.8600001335144;0.0;0.0;0.0;0.550000011920929;15.1399998664856;12.35682;13.1216;31.54896;32.80399;0.961741328239441;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Allerton Hill T2;No;Leeds North;Skelton Grange;Red - Fault Level;Red - Fault Level;Red;Red;53.830671359579, -1.539124821749924;96.1741328239441
Amberton Road;450748.0;533791.0;Primary;11.0;40.0;7.59999990463257;24.8199996948242;1.0;1.488;3.912;0.0;11.2680003051758;9.07;25.0;28.05;62.5;0.577598571777344;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Amberton Road;No;Hartmoor;Hartmoor;Amber - Voltage;Green;Amber;Green;54.696603056952014, -1.2141374157336735;57.759857177734396
Annfield;417300.0;550633.0;Supply Point;66.0;87.9;-6.5;50.5200004577637;1.0;297.739;0.9298;0.0;0.0;6.59;13.1;18.22;33.4;1.05919992923737;0.0;Data Not Available;NO;Data Not Available;R;Annfield;Upstream Constraint;Stella South;Stella South;Red - Fault Level;Red - Fault Level;Red;Red;54.850204453886846, -1.7320913207827457;105.919992923737
Armthorpe;463453.0;405199.0;Primary;11.0;12.0;1.70000004768372;9.64000034332275;1.0;0.0;0.0;0.0;0.0;8.083049;19.94483;21.34548;49.86207;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Armthorpe;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.53961334145194, -1.0440034275296377;100.065362453461
Arundel Street;435348.0;386666.0;Primary;11.0;24.0;5.21999979019165;16.3099994659424;0.0;0.0;0.0;5.21999979019165;7.69000053405762;11.09433;13.1216;30.72772;32.80399;1.01314330101013;11.0;No Voltage Constraint;No;No Voltage Constraint;G;Arundel Street;No;Sheffield City;Sheffield City;Red - Fault Level;Red - Fault Level;Red;Red;53.37567438806783, -1.4701395413499967;101.31433010101301
Aycliffe Forrest;428139.0;521382.0;Primary;11.0;30.0;0.0;0.610000014305115;1.0;0.0;0.0;0.0;0.0;8.8;25.0;0.0;62.5;0.847533643245697;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Aycliffe Forrest;GSP Constraint;Darlington North;Norton;Green;Green;Green;Green;54.58685641510686, -1.5661006881383248;84.7533643245697
Aycliffe Industrial;428180.0;524113.0;Primary;11.0;19.0;1.28999996185303;16.8199996948242;0.0;0.0;0.0;0.0;0.0;8.44;13.1;23.38;32.8;0.847533643245697;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Aycliffe Industrial;GSP Constraint;Darlington North;Norton;Red - Voltage;Green;Red;Green;54.611396254054505, -1.5652050530216495;84.7533643245697
Barnoldswick;388050.0;447572.0;Primary;11.0;15.0;2.26999998092651;6.65999984741211;1.0;0.0;0.0;0.0;8.34000015258789;5.639424;13.1216;13.10143;32.80399;1.16096258163452;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barnoldswick;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.92414251585042, -2.183455302504861;116.09625816345199
Barrow;508283.0;421594.0;Primary;11.0;12.0;1.64999997615814;9.57999992370605;1.0;0.0;0.0;0.0;0.0;3.915824;13.1216;9.412202;32.80399;0.871593713760376;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Barrow;GSP Constraint;Immingham;Grimsby West;Green;Green;Green;Green;53.67959821339581, -0.36209502330661436;87.1593713760376
Barugh 66/11kV;431977.0;408589.0;Primary;11.0;30.0;4.59999990463257;16.5207767486572;1.0;0.15;2.0;16.1699996185303;11.4792232513428;9.731243;19.99731;27.51042;49.99329;1.0;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Barugh 66/11kV;No;Barugh 132/66kV;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.572935148271675, -1.5185840744448296;100.0
Baslow Road;431829.0;380501.0;Primary;11.0;24.0;2.23000001907349;10.1300001144409;0.0;0.0;0.0;0.0;13.8699998855591;10.10812;13.1216;26.10761;32.80399;0.993135035037994;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;G;Baslow Road;No;Jordanthorpe;Jordanthorpe;Red - Fault Level;Red - Fault Level;Red;Red;53.32048429374861, -1.5236501080358762;99.31350350379941
Batley;424710.0;423458.0;Primary;11.0;23.0;5.07000017166138;18.8700008392334;0.0;0.0;0.0;0.0;4.1299991607666;11.30821;13.1216;29.40078;32.80399;0.89625608921051;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Batley;No;Thornhill 132kV;Elland;Green;Green;Green;Green;53.70696879022329, -1.6271449723216287;89.625608921051
Bedale;426752.0;488362.0;Primary;11.0;22.0;3.59999990463257;17.4400005340576;0.625;0.0;0.0;0.0;0.0;9.03;13.1;24.06;32.8;0.822285711765289;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bedale;GSP Constraint;Leeming Bar/Skeeby;Norton;Green;Green;Green;Green;54.29018854603682, -1.5905305714322466;82.2285711765289
Beeston Royds 132/33kV;427516.0;431141.0;Supply Point;33.0;228.0;28.0200004577637;83.9899978637695;1.0;40.762;19.12;215.258000457764;124.89000213623;12.84559;25.0;39.13517;62.5;0.656410276889801;0.0;Data Not Available;NO;Data Not Available;R;Beeston Royds 132/33kV;NO;Kirkstall B;Kirkstall B;Green;Green;Green;Green;53.775882358693885, -1.5839569250382326;65.6410276889801
Beeston Royds 33/11kV;427499.0;431204.0;Primary;11.0;23.0;1.4099999666214;5.0647406578064;0.5;0.0;0.0;12.9099999666214;17.9352593421936;11.45543;13.1216;29.91809;32.80399;0.912025809288025;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Beeston Royds 33/11kV;No;Beeston Royds 132/33kV;Kirkstall B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.7764494812216, -1.5842092800441372;91.2025809288025
Bellhouse Road;437054.0;392295.0;Primary;11.0;23.0;3.25999999046326;11.3900003433228;0.0;0.0;0.0;0.0;11.6099996566772;10.29151;13.1216;27.5058;32.80399;1.03409600257874;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bellhouse Road;No;Pitsmoor 3/4;Pitsmoor 3/4;Red - Fault Level;Red - Fault Level;Red;Red;53.42615207896349, -1.4438384971478042;103.409600257874
Belmont Covert;522574.0;383940.0;Primary;11.0;8.0;0.439999997615814;1.24000000953674;0.0;0.0;0.0;0.0;0.0;3.456303;13.1216;7.755755;32.80399;1.0;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Belmont Covert;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.338172281887076, -0.16055671654232279;100.0
Bentley;456952.0;407233.0;Primary;11.0;24.0;2.6800000667572;10.5600004196167;0.0;0.0;0.0;0.0;0.0;8.878073;18.37024;23.21248;45.92559;1.00065362453461;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bentley;GSP Constraint;Doncaster Central;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.55863722445846, -1.1417171062460127;100.065362453461
Billingham Marsh House;446345.0;524779.0;Primary;11.0;23.0;0.0900000035762787;17.0;0.5;0.079;1.36;0.0;0.0;10.21;13.1;29.97;32.8;0.913719534873962;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Billingham Marsh House;GSP Constraint;North Tees;Norton;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.61604506084608, -1.2838710602042287;91.3719534873962
Billy Mill;433678.0;569122.0;Primary;11.0;24.0;5.19000005722046;16.7999992370605;1.0;0.0;0.0;29.1900000572205;7.20000076293945;9.17;13.1;27.52;33.4;0.823952078819275;1.0;Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Billy Mill;No;Chirton Grange;Tynemouth;Red - Voltage;Green;Red;Green;55.01551436591985, -1.474865869581328;82.3952078819275
Birkby;413900.0;417698.0;Primary;11.0;24.0;3.23000001907349;11.710000038147;0.0;0.0;0.0;3.23000001907349;5.56499862670899;9.982675;13.1216;26.37296;32.80399;0.803955793380737;10.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Birkby;Upstream Constraint;Saint Andrews Road 132/33kV;Skelton Grange;Green;Green;Green;Green;53.655594844820754, -1.7911602223761562;80.3955793380737
Blackburn Meadows B;439820.0;391500.0;Supply Point;33.0;78.0;0.46000000834465;30.7299995422363;1.0;1.67;9.035;0.0;0.0;14.05694;17.5;37.52395;43.75;1.00065362453461;0.0;Data Not Available;NO;Data Not Available;R;Blackburn Meadows B;Upstream Constraint;West Melton / Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.41880562294629, -1.4023154034781173;100.065362453461
Blaydon Burn;417602.0;563167.0;Primary;11.0;24.0;1.58000004291534;11.75;1.0;0.13;4.0;0.0;8.25;10.81;13.1;31.53;33.4;0.944011926651001;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Blaydon Burn;No;Dunston;Stella North;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.96282692081297, -1.7266266070638046;94.4011926651001
Blyth 132kV;430271.0;583107.0;GSP;132.0;260.0;-442.0;23.0;1.0;2.51;190.98;0.0;46.02;12.6;15.3;36.86;39.0;0.945128202438354;0.0;Data Not Available;NGET;Data Not Available;A;Blyth 132kV;NGET;NGET;Blyth 132kV;Amber - Fault Level;Amber - Fault Level;Amber;Amber;55.14139794693114, -1.5266629433220762;94.5128202438354
Boldon Downhill;435227.0;560510.0;Primary;20.0;25.0;1.33000004291534;7.55000019073486;1.0;0.0;0.0;26.3300000429153;17.4499998092651;6.73;9.2;17.96;23.5;0.931003630161285;2.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Boldon Downhill;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.93802197589859, -1.4516982151344178;93.1003630161285
Bolton Road;404447.0;446729.0;Primary;11.0;15.0;1.01832938194275;7.23999977111816;1.0;0.08;0.24;0.0;7.52000022888184;8.750867;13.1216;22.76632;32.80399;1.16096258163452;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bolton Road;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.916688225114065, -1.933781416996054;116.09625816345199
Bowesfield 33/11kV;444199.0;517625.0;Primary;11.0;31.0;2.20000004768372;9.61999988555908;0.0;0.0;0.0;0.0;0.0;11.31;13.1;33.91;33.4;1.01526939868927;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bowesfield 33/11kV;GSP Constraint;Bowesfield;Norton;Red - Fault Level;Red - Fault Level;Red;Red;54.55195012341082, -1.3181727537384325;101.526939868927
Bowesfield 66/11kV;444199.0;517625.0;Primary;11.0;32.0;3.95000004768372;14.0799999237061;1.0;0.0;0.0;0.0;0.0;10.89;20.0;30.16;50.0;0.603200018405914;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bowesfield 66/11kV;GSP Constraint;North Tees;Norton;Amber - Voltage;Green;Amber;Green;54.55195012341082, -1.3181727537384325;60.320001840591395
Bradford West;408895.0;434868.0;GSP;132.0;720.0;139.0;372.0;1.0;888.398;62.4795;0.0;285.5205;14.1;15.3;35.04;39.0;0.921568632125854;0.0;Data Not Available;NGET;Data Not Available;R;Bradford West;NGET;NGET;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.81002726447714, -1.8664010398732451;92.1568632125854
Bramham;444341.0;441925.0;Supply Point;33.0;117.0;11.789999961853;62.0400009155273;1.0;197.525;7.5;0.0;47.4599990844727;11.76082;17.49546;33.05124;43.73866;0.910400032997131;0.0;Data Not Available;NO;Data Not Available;R;Bramham;NO;Ferrybridge B;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.87164436724416, -1.327122197639087;91.0400032997131
Breamish Street;425966.0;564295.0;Primary;11.0;18.0;2.70000004768372;9.60000038146973;1.0;0.0;0.0;20.7000000476837;8.39999961853027;9.64;20.0;27.51;50.0;0.931003630161285;2.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Breamish Street;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.972599615457, -1.5959006324335447;93.1003630161285
Brett Street;517545.0;467398.0;Primary;11.0;24.0;6.48999977111816;18.6038799285889;1.0;0.19;0.2775;0.0;5.11862007141113;12.01483;16.0;30.73406;40.0;0.993019342422485;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Brett Street;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;54.08907747769254, -0.20439272834405642;99.3019342422485
Bridges Road;488280.0;409152.0;Primary;11.0;23.0;3.28999996185303;15.6899995803833;0.0;1.95;0.9327;0.0;0.0;8.203994;13.1216;22.78141;32.80399;1.0;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Bridges Road;GSP Constraint;Scunthorpe South;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.57155454373942, -0.6683596740884384;100.0
Brighouse 132/33kV;415423.0;422538.0;Supply Point;33.0;117.0;17.0699996948242;62.5;1.0;43.025;3.0188;0.0;51.4812;10.53705;17.49546;30.89125;43.73866;0.706268966197968;0.0;Data Not Available;NO;Data Not Available;R;Brighouse 132/33kV;NO;Elland;Elland;Green;Green;Green;Green;53.69905471709589, -1.7678777809249369;70.6268966197968
Brighouse 33/11kV;415435.0;422605.0;Primary;11.0;12.0;1.28999996185303;7.03000020980835;1.0;0.0;0.0;0.0;4.96999979019165;9.940645;13.1216;27.05807;32.80399;0.824840605258942;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Brighouse 33/11kV;No;Brighouse 132/33kV;Elland;Green;Green;Green;Green;53.699656563222376, -1.7676927163931424;82.4840605258942
Brodsworth;452389.0;407919.0;Primary;11.0;23.0;3.85999989509583;13.8699998855591;0.0;0.0;0.0;0.0;0.0;11.91416;13.1216;31.0814;32.80399;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Brodsworth;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.565276867946395, -1.2104784478377268;100.065362453461
Brookfield Street;430891.0;432405.0;Primary;11.0;23.0;2.75999999046326;9.0;0.0;0.0;0.0;2.75999999046326;14.0;9.150846;13.1216;25.23235;32.80399;0.769185364246368;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Brookfield Street;No;Low Road;Skelton Grange;Green;Green;Green;Green;53.78705427372375, -1.5326208421887422;76.9185364246368
Burnleyville;420610.0;426238.0;Primary;11.0;23.0;3.04200005531311;11.4412622451782;0.0;0.0;0.0;3.04200005531311;11.5587377548218;7.60344;13.1216;20.93513;32.80399;0.638188421726227;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Burnleyville;No;Heckmondwike;Skelton Grange;Green;Green;Green;Green;53.73213231754774, -1.6890707965908272;63.8188421726227
Butterwick;498801.0;471698.0;Primary;11.0;6.0;-4.75;4.64501905441284;1.0;0.0;0.0;0.0;1.35498094558716;5.882135;13.1216;14.66777;32.80399;0.993019342422485;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Butterwick;No;Driffield/Beverley Group;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;54.13164408149769, -0.4894385765730559;99.3019342422485
Caistor;511461.0;401628.0;Primary;11.0;10.0;0.660000026226044;6.26000022888184;1.0;0.0;0.0;0.0;0.0;4.202048;19.94483;10.09488;49.86207;1.0;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Caistor;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.49954844290045, -0.3211290671161527;100.0
Chirton Grange;433462.0;570254.0;Supply Point;33.0;72.0;21.7999992370605;46.8699989318848;1.0;1.62;0.3;92.1799992370605;24.8300010681152;10.59;17.5;30.52;44.6;0.68430495262146;0.0;Data Not Available;NO;Data Not Available;R;Chirton Grange;NO;Tynemouth;Tynemouth;Green;Green;Green;Green;55.02570075707033, -1.4781115423020104;68.430495262146
Clough Lane;515908.0;419013.0;Primary;11.0;8.0;1.13999998569489;3.02999997138977;1.0;0.795;0.64;0.0;0.0;4.297459;19.94483;10.04535;49.86207;0.871593713760376;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Clough Lane;GSP Constraint;Immingham;Grimsby West;Green;Green;Green;Green;53.65477701281971, -0.24767400863679664;87.1593713760376
Coalburns;412189.0;560513.0;Supply Point;66.0;76.4;20.5300006866455;61.8899993896484;1.0;155.12;3.312;0.0;0.0;7.07;31.5;21.34;77.75;1.05919992923737;0.0;Data Not Available;NO;Data Not Available;R;Coalburns;Upstream Constraint;Stella South;Stella South;Red - Fault Level;Red - Fault Level;Red;Red;54.93913806605089, -1.8112767842745325;105.919992923737
Commonside Lane;441262.0;420411.0;Primary;11.0;19.0;-2.51999998092651;16.1417255401611;1.0;0.0;0.0;0.0;2.85827445983887;10.25089;13.1216;29.38523;32.80399;0.918525516986847;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Commonside Lane;No;Featherstone;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.6785415122434, -1.376815724782304;91.8525516986847
Convamore Road;527991.0;408530.0;Primary;11.0;23.0;1.04999995231628;8.02000045776367;0.5;0.0;0.0;0.0;0.0;9.347925;13.1216;24.86215;32.80399;0.7857825756073;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Convamore Road;GSP Constraint;Humberston;Grimsby West;Green;Green;Green;Green;53.55779296590386, -0.06925622021765619;78.57825756073001
Corporation Street;424266.0;564364.0;Primary;11.0;24.0;3.5;12.5220003128052;1.0;0.0;0.0;0.0;11.4779996871948;9.07;13.1;25.85;33.4;0.875336349010468;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Corporation Street;No;Barrack Road;Stella North;Red - Voltage;Green;Red;Green;54.97330492111621, -1.6224509137207346;87.5336349010468
County Road North;506043.0;430185.0;Primary;11.0;23.0;1.78999996185303;16.3500003814697;0.5;0.0;0.0;0.0;6.64999961853027;8.498269;13.1216;23.66224;32.80399;0.855191946029663;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;County Road North;No;Hull South;Creyke Beck;Green;Green;Green;Green;53.75724323125528, -0.3930536937619235;85.5191946029663
Cowton;432215.0;504008.0;Primary;11.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.75;6.0;6.65;15.0;0.692825138568878;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Cowton;GSP Constraint;Darlington Central;Norton;Green;Green;Green;Green;54.430481715818566, -1.50492273691829;69.28251385688779
Cracoe;398220.0;461208.0;Primary;11.0;12.0;0.8294318318367;5.54011535644531;0.0;0.0;0.0;0.0;6.45988464355469;5.649453;13.1216;12.69031;32.80399;1.16096258163452;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Cracoe;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;54.046835445260186, -2.0286763216657353;116.09625816345199
Cramlington T2 T4;425273.0;577569.0;Primary;11.0;24.0;1.05999994277954;8.0600004196167;0.0;0.0;0.0;0.0;0.0;9.76;13.1;28.57;32.8;0.87103658914566;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Cramlington T2 T4;GSP Constraint;Blyth 66kV;Blyth 66kV;Amber - Voltage;Green;Amber;Green;55.091913833896655, -1.6055570810516426;87.103658914566
Crosshills;401502.0;444414.0;Primary;11.0;15.0;2.69000005722046;11.5100002288818;0.0;0.0;0.0;0.0;3.48999977111816;7.498393;13.1216;19.40524;32.80399;1.16096258163452;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Crosshills;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.89589774333871, -1.978628944465126;116.09625816345199
Crown Street;415356.0;433494.0;Primary;11.0;8.0;1.22000002861023;4.76000022888184;0.0;0.0;0.0;0.0;3.23999977111816;4.751033;13.1216;12.89575;32.80399;0.921568632125854;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Crown Street;No;Girlington;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.79752873179523, -1.7683521472709076;92.1568632125854
Darlington 33/11kV;429433.0;514791.0;Primary;11.0;24.0;4.03999996185303;14.1700000762939;1.0;0.0;0.0;0.0;0.0;9.7;13.1;28.78;32.8;0.877439081668854;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Darlington 33/11kV;GSP Constraint;Darlington Central;Norton;Red - Voltage;Green;Red;Green;54.52755279142222, -1.5467353388677365;87.7439081668854
